Sample_ID,Location_ID,Basin_ID,Observationtype,Rep_ID_TE,Sampletype,filtersize_mum_TE,sievesize_mumm_TE,Treatment_TE,Method_TE,Discharge m3_s,TSS_mg_L_TE,Rb_ppm,Cs_ppm,Li_ppm,Ba_ppm,Sr_ppm,Th_ppm,U_ppm,Y_ppm,Zr_ppm,Nb_ppm,Hf_ppm,Sc_ppm,Cr_ppm,Co_ppm,V_ppm,Ni_ppm,Pb_ppm,Be_ppm,Au_ppm,Ag_ppm,Pt_ppm,Cu_ppm,Zn_ppm,Ga_ppm,Ge_ppm,As_ppm,Se_ppm,Br_ppm,Cd_ppm,Sn_ppm,Sb_ppm,Te_ppm,I_ppm,B_ppm,La_ppm,Ce_ppm,Pr_ppm,Nd_ppm,Sm_ppm,Eu_ppm,Gd_ppm,Tb_ppm,Dy_ppm,Ho_ppm,Er_ppm,Tm_ppm,Yb_ppm,Lu_ppm,Hg_ppm,Tl_ppm,Bi_ppm,Mo_ppm,Ta_ppm,W_ppm,SeaCat,Original_Unit,Treatment_ME,Method_ME,Rep_ID_ME,filtersize_mum_ME,sievesize_mumm_ME,Discharge_m3_s,TSS_mg_L_ME,Sand_perc,Silt_perc,Clay_perc,AvgGrainSize_mum,SiO2_wt,Al2O3_wt,Fe2O3T_wt,MnO_wt,CaO_wt,MgO_wt,K2O_wt,Na2O_wt,TiO2_wt,P2O5_org_wt,P2O5_inorg_wt,P2O5_tot_wt,LOI_wt,SO3_wt,N_org_wt,C_org_wt,C_inorg_wt,C_tot_wt,Ca_mumol_L,Mg_mumol_L,K_mumol_L,Na_mumol_L,Cl_mumol_L,Si_mumol_L,DIC_mumol_L,DOC_mumol_L,SO4_mumol_L,HCO3_mumol_L,T_water DegC,pH,Alk_mumol_L,Cond_muS_cm,SI(Cal),Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unit,Method,Rep_ID,filtersize_mum,sievesize_mumm,Discharge_m3_s_Minerals,TSS_mg_L,Sand_perc_Minerals,Silt_perc_Minerals,Clay_perc_Minerals,AvgGrainSize_mum_Minerals,Quartz,Albite,Plg,Anorthite,K-feldspar,Feldspar,Ampibole,Pyroxene,BasGlass,totalMafic,Olivine,Mica,Smectite,Illite,Kaolinite,Chlorite,Gibbsite,Vermiculite,BulkClay,Calcite,Dolomite,BulkCarbonate,Casulfate,Fesulfide,FeOxide,FeHydroxide,Lvf,Lvm,Lv,Lp,Lcd,Lcc,Lch,Ls,Lms,Lmb,Lmf,Lm,Lu,L,totHM,Opq,Ap,Ep,Grt,Ttn,Zirc,Tourm,Ru,TiOx,Px,Amp,Ol,Sp,Mon,Ala,Cltd,Staur,And,Ky,Sil,trHM,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81
USA-MMY-111111-CLK25,USA-MMY-111111,1014.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,wtEl,,EA,2.0,,,1.3,0.5,,,,,,,,,,,,,,,,,,,0.57,5.12,,,,7.097305081,2.076832575,34.04088734,33.7009562,,,,1.492816989,,,,,,,,,,,,,,,,,,,,,,wt,XRD,2.0,,,1.3,0.5,,,,,3,,14.1,,,,0,,,,,,2.9,,80,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MMY-111111-CLK26,USA-MMY-111111,1014.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,wtEl,,EA,0.0,,,0.82,,,,,,,,,,,,,,,,,,,,0.09,1.8,,,,7.63217445,2.729039849,35.12831666,34.29328971,,,,1.555277951,,,,,,,,,,,,,,,,,,,,,,wt,XRD,0.0,,,0.82,,,,,,0,,0,,,,0,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MMY-111111-CLK27,USA-MMY-111111,1014.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,wtEl,,EA,0.0,,,0.76,,,,,,,,,,,,,,,,,,,,0.06,1.21,,,,2.954124666,0.207171722,16.00695955,19.36930584,,,,1.520924422,,,,,,,,,,,,,,,,,,,,,,wt,XRD,0.0,,,0.76,,,,,,0,,0,,,,0,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MMY-111111-CLK28,USA-MMY-111111,1014.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,wtEl,,EA,0.0,,,0.88,1.8,,,,,,,,,,,,,,,,,,,0.56,2.7,,,,8.150586299,1.9694102,27.3553719,25.94702846,,,,1.562565064,,,,,,,,,,,,,,,,,,,,,,wt,XRD,0.0,,,0.88,1.8,,,,,5.3,,11.9,,,,2.5,,,,,,3.5,,71.5,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MMY-111111-CLK29,USA-MMY-111111,1014.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,wtEl,,EA,2.0,,,1.55,0.9,,,,,,,,,,,,,,,,,,,0.3,4.5,,,,9.380785847,2.304465702,32.56198347,28.92561983,,,,1.780137414,,,,,,,,,,,,,,,,,,,,,,wt,XRD,2.0,,,1.55,0.9,,,,,0,,0,,,,0,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MMY-111111-CLK3,USA-MMY-111111,1014.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,wtEl,,EA,0.0,,,0.31,0.9,,,,,,,,,,,,,,,,,,,1.14,11.45,,,,11.75889735,2.457926237,33.11874728,23.12075142,,,,1.608369769,,,,,,,,,,,,,,,,,,,,,,wt,XRD,0.0,,,0.31,0.9,,,,,16.3,,19.6,,,,3.8,,,,,,13.8,,36.7,,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MMY-111111-CLK30,USA-MMY-111111,1014.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,wtEl,,EA,2.0,,,1.25,6.4,,,,,,,,,,,,,,,,,,,,,,,,7.570458753,1.83641107,25.98521096,22.49739091,,,,1.332500521,,,,,,,,,,,,,,,,,,,,,,wt,XRD,2.0,,,1.25,6.4,,,,,6.7,,16.3,,,,2.7,,,,,,14.9,,44,,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MMY-111111-CLK31,USA-MMY-111111,1014.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,wtEl,,EA,0.0,,,0.76,2.1,,,,,,,,,,,,,,,,,,,,,,,,7.45114174,1.790372909,25.93736407,23.96976278,,,,1.413699771,,,,,,,,,,,,,,,,,,,,,,wt,XRD,0.0,,,0.76,2.1,,,,,4,,28.4,,,,3,,,,,,14.8,,37.3,,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MMY-111111-CLK32,USA-MMY-111111,1014.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,wtEl,,EA,0.0,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,8.29870397,1.915699013,27.88168769,25.05852819,,,,1.554236935,,,,,,,,,,,,,,,,,,,,,,wt,XRD,0.0,,,0.65,,,,,,0,,0,,,,0,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MMY-111111-CLK33,USA-MMY-111111,1014.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,wtEl,,EA,0.0,,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,9.031063567,1.99242928,29.04741192,24.78492652,,,,1.59483656,,,,,,,,,,,,,,,,,,,,,,wt,XRD,0.0,,,0.79,,,,,,0,,0,,,,0,,,,,,0,,100,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MMY-111111-CLK4,USA-MMY-111111,1014.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,wtEl,,EA,2.0,,,0.45,2.7,,,,,,,,,,,,,,,,,,,0.81,7.65,,,,11.44620448,2.42723413,33.58416703,23.84847545,,,,1.546949823,,,,,,,,,,,,,,,,,,,,,,wt,XRD,2.0,,,0.45,2.7,,,,,29.3,,19.4,,,,3.3,,,,,,10.4,,22.6,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MMY-111111-CLK5,USA-MMY-111111,1014.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,wtEl,,EA,2.0,,,2.24,25.9,,,,,,,,,,,,,,,,,,,0.76,9.85,,,,6.401974902,1.821065016,24.19747716,25.20238062,,,,1.361648969,,,,,,,,,,,,,,,,,,,,,,wt,XRD,2.0,,,2.24,25.9,,,,,21.5,,16,,,,2.2,,,,,,6.4,,40.8,,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MMY-111111-CLK6,USA-MMY-111111,1014.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,wtEl,,EA,2.0,,,1.67,24.1,,,,,,,,,,,,,,,,,,,0.67,8.37,,,,7.340053487,1.923372039,25.8938669,27.21349392,,,,1.460545492,,,,,,,,,,,,,,,,,,,,,,wt,XRD,2.0,,,1.67,24.1,,,,,27.5,,21.4,,,,3.1,,,,,,9.8,,30,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MMY-111111-CLK7,USA-MMY-111111,1014.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,wtEl,,EA,0.0,,,0.4,2.3,,,,,,,,,,,,,,,,,,,0.9,8.34,,,,9.360213948,2.025679063,28.75598086,26.3362762,,,,1.541744743,,,,,,,,,,,,,,,,,,,,,,wt,XRD,0.0,,,0.4,2.3,,,,,9.3,,10.7,,,,0,,,,,,0,,60.4,,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MMY-111111-CLK8,USA-MMY-111111,1014.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,wtEl,,EA,2.0,,,7.53,54.2,,,,,,,,,,,,,,,,,,,0.61,8.38,,,,7.809092779,2.639521203,36.66376686,33.39914817,,,,1.499063086,,,,,,,,,,,,,,,,,,,,,,wt,XRD,2.0,,,7.53,54.2,,,,,23,,18.6,,,,5.4,,,,,,6.5,,35.5,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MMY-111111-CLK9,USA-MMY-111111,1014.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,wtEl,,EA,2.0,,,7.22,63.3,,,,,,,,,,,,,,,,,,,0.68,9.55,,,,3.184529932,1.107473528,16.50282732,15.91966829,,,,0.66104518,,,,,,,,,,,,,,,,,,,,,,wt,XRD,2.0,,,7.22,63.3,,,,,15.6,,10.3,,,,3.3,,,,,,7.1,,46.8,,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MOB-120000-CAN1,USA-MOB-120000,2032.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,El_perc,dig,AAS/AES/EA,1.0,0.4/0.45,,248.0,50.0,2.1,49.3,48.6,,54.55257264,21.16198174,7.277323203,0.232420909,1.175316671,1.144210296,1.517803473,0.283073423,,,,,,,,2.51,0.0,,,,,,,,,,,,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MSS-111111-GGR1,USA-MSS-111111,2033.0,an,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"µg/gEl, mg/LEl, wtEl",,,1.0,,,16763.34267,862.1,,,,,,,,,,,,,,,,,,,,1.25,0.15,,998.0537951,452.5817733,96.35191707,913.4406264,713.6208501,128.6383534,1973.191241,666.0561152,523.6256129,1973.256151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MSS-111111-GGR2,USA-MSS-111111,2033.0,an,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"µg/gEl, mg/LEl, wtEl",,,1.0,,,18379.46833,,,,,,,,,,,,,,,,,,,,,,,,973.1024502,493.7255709,102.9968769,608.9604176,535.9207965,120.9584517,,274.7481475,426.8121298,1614.333313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MSS-120000-CAN1,USA-MSS-120000,2033.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,El_perc,dig,AAS/AES/EA,0.0,0.4/0.45,,146.0,2.7,1.8,59.4,38.8,,61.61231733,14.73780871,7.134350252,0.322806818,1.11934921,1.077879264,2.638086989,#VALUE!,,,,,,,,5.1,0.0,,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MSS-120001-CAN1,USA-MSS-120001,2033.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,El_perc,dig,AAS/AES/EA,0.0,0.4/0.45,,19.3,57.0,4.7,34.0,61.3,,55.19436761,22.29565934,9.09307968,0.245333182,1.245275997,1.276872359,3.144021481,0.471789038,,,,,,,,2.92,0.064,,,,,,,,,,,,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MSS-120002-CAN1,USA-MSS-120002,2033.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,El_perc,dig,AAS/AES/EA,0.0,0.4/0.45,,19.7,1.2,11.1,45.8,43.1,,54.76650429,14.17096992,6.333701727,0.271157727,1.525113299,1.11104478,2.662179108,#VALUE!,,,,,,,,3.4,0.0,,,,,,,,,,,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MSS-120003-CAN1,USA-MSS-120003,2033.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,El_perc,dig,AAS/AES/EA,0.0,0.4/0.45,,1840.0,150.0,,,,,57.11975252,18.13884149,7.091458367,0.258245455,1.343219052,1.42611718,2.650133049,0.485268724,,,,,,,,2.66,0.192,,,,,,,,,,,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MSS-120004-CAN1,USA-MSS-120004,2033.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,El_perc,dig,AAS/AES/EA,0.0,0.4/0.45,,38.0,26.0,,,,,63.32377059,13.41518486,6.262215251,0.245333182,2.252690286,1.774355097,2.373073685,0.552667158,,,,,,,,4.95,0.31,,,,,,,,,,,,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MSS-120005-CAN1,USA-MSS-120005,2033.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,El_perc,dig,AAS/AES/EA,0.0,0.4/0.45,,351.0,690.0,1.0,50.3,48.7,,61.61231733,15.11570125,5.790404513,0.129122727,2.406600802,1.708024065,2.264659151,0.620065592,,,,,,,,2.41,0.34,,,,,,,,,,,,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MSS-120006-CAN1,USA-MSS-120006,2033.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,El_perc,dig,AAS/AES/EA,0.0,0.4/0.45,,737.0,170.0,1.0,36.6,62.4,,58.83120578,17.38305643,6.176431481,0.116210455,1.03539802,1.376368907,1.999645846,0.633545279,,,,,,,,1.89,0.0,,,,,,,,,,,,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MSS-120007-CAN1,USA-MSS-120007,2033.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,El_perc,dig,AAS/AES/EA,0.0,0.4/0.45,,5870.0,150.0,1.0,28.2,70.8,,56.69188921,17.38305643,7.091458367,0.142035,2.112771635,1.50903097,2.047830083,0.525707785,,,,,,,,2.43,0.05,,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MSS-120008-CAN1,USA-MSS-120008,2033.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,El_perc,dig,AAS/AES/EA,1.0,0.4/0.45,,232.0,68.0,9.2,59.1,31.7,,54.98043595,15.49359378,5.990566645,0.142035,1.469145839,1.409534422,1.915323431,0.75486246,,,,,,,,1.83,0.126,,,,,,,,,,,,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MSS-120009-CAN1,USA-MSS-120009,2033.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,El_perc,dig,AAS/AES/EA,1.0,0.4/0.45,,,530.0,4.0,47.0,49.0,,68.03026705,10.76993714,4.160512873,0.077473636,2.15474723,2.072844739,2.180336736,0.566146845,,,,,,,,0.67,0.22,,,,,,,,,,,,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MSS-120010-CAN1,USA-MSS-120010,2033.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,El_perc,dig,AAS/AES/EA,0.0,0.4/0.45,,2130.0,560.0,2.8,60.8,36.4,,63.7516339,12.47045353,4.946864103,0.167859545,2.294665881,1.542196486,1.782816778,1.051415569,,,,,,,,1.83,0.25,,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-MSS-120011-CAN1,USA-MSS-120011,2033.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,El_perc,dig,AAS/AES/EA,0.0,0.4/0.45,,71.7,77.0,8.7,50.7,40.6,,61.18445401,10.76993714,4.946864103,0.154947273,3.81977918,1.790937854,2.132152498,0.849220268,,,,,,,,2.93,0.45,,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-NUS-111111-GGR1,USA-NUS-111111,2021.0,an,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"µg/gEl, mg/LEl, wtEl",,,1.0,,,79.22184627,,,,,,,,,,,,,,,,,,,,,0.9,0.01,,136.9828834,74.05883563,81.40075753,334.9282297,236.0872141,191.9975424,333.0280576,,96.2929805,334.3390821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-NUS-120000-CAN1,USA-NUS-120000,2021.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,El_perc,dig,AAS/AES/EA,1.0,0.4/0.45,,18.0,13.0,1.0,34.2,64.8,,55.40829926,21.72882054,10.42272812,0.296982273,1.189308536,0.829137896,1.481665295,1.779318656,,,,,,,,6.62,0.0,,,,,,,,,,,,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-PED-111111-GGR1,USA-PED-111111,2079.0,an,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"µg/gEl, mg/LEl, wtEl",,,1.0,,,259.8476558,23.0,,,,,,,,,,,,,,,,,,,,2.174,,,107.290783,79.81896729,68.77533391,240.9743367,141.0317886,207.3573458,349.6794605,94.08042628,64.54232207,345.8115016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-RGR-111111-CAN1,USA-RGR-111111,2049.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,El_perc,dig,AAS/AES/EA,0.0,0.4/0.45,,59.0,50.0,4.4,65.2,30.4,,39.36342496,14.17096992,6.79121517,0.28407,2.938291677,2.188924044,2.27670521,1.671481161,,,,,,,,3.14,0.0,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-RGR-111112-CAN1,USA-RGR-111112,2049.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,El_perc,dig,AAS/AES/EA,0.0,0.4/0.45,,20.4,1850.0,16.7,47.4,35.9,,57.54761584,10.39204461,4.403566889,0.090385909,7.541615305,3.084392972,2.168290676,0.633545279,,,,,,,,0.69,1.38,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-RGR-111113-CAN1,USA-RGR-111113,2049.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,El_perc,dig,AAS/AES/EA,1.0,0.4/0.45,,,400.0,0.9,38.9,60.2,,40.43308325,7.935743154,3.84597238,0.064561364,17.34991276,1.575362002,1.517803473,0.458309351,,,,,,,,1.24,3.72,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-SAB-111111-CAN1,USA-SAB-111111,2046.0,single,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,El_perc,dig,AAS/AES/EA,1.0,0.4/0.45,,195.0,45.0,,,,,62.04018064,18.13884149,5.547350497,0.193684091,0.839511908,0.945217201,1.337112584,0.323512483,,,,,,,,3.23,0.032,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA-SVN-111111-GGR1,USA-SVN-111111,2073.0,an,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"µg/gEl, mg/LEl, wtEl",,,1.0,,,335.9006282,241.4,,,,,,,,,,,,,,,,,,,,0.373,,,122.2615899,51.42974697,45.51797462,253.153545,135.390517,170.8778128,407.9593706,457.9135792,48.09443999,409.7292673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
